Tnumber:,,,,,,200,200,200,200,200,200,200,200,200,200,200,200,200,200,300,300,300,300,310,310,310,320,320,320,320,330,330,330,330,330,330,330,340,340,350,350,350,550,550,560,560,560,
303, 1,607,1, 1,1,-392.195,-461.540,-460.894,-464.493,-463.343,-464.329,-461.905,-465.338,-463.959,-465.773,-463.329,-462.422,0.195,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.661,PASS,1232.030,2.445,1904.299,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
304, 0,609,0, 1,1,-390.846,-459.326,-460.817,-462.884,-462.521,-462.449,-463.591,-462.305,-463.971,-463.020,-464.292,-462.416,0.082,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.650,PASS,1227.962,2.458,1915.580,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
304, 1,609,1, 1,1,-397.262,-473.700,-472.049,-472.910,-472.863,-471.444,-471.325,-471.742,-473.790,-473.816,-473.898,-471.504,0.107,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.614,PASS,1229.800,2.474,1923.238,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
305, 0,611,0, 1,1,-391.228,-462.736,-463.746,-464.689,-465.334,-464.087,-465.587,-465.244,-464.800,-465.452,-466.033,-466.482,-0.005,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.665,PASS,1232.285,2.484,1912.878,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
305, 1,611,1, 1,1,-384.659,-456.592,-456.296,-455.908,-457.643,-456.359,-455.918,-457.033,-456.998,-457.387,-456.033,-455.123,0.175,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.758,PASS,1232.907,2.484,1919.722,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
306, 0,613,0, 1,1,-417.670,-485.912,-487.085,-487.976,-488.149,-487.492,-486.942,-488.505,-488.226,-490.239,-489.511,-489.889,0.280,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.651,PASS,1229.754,2.481,1903.927,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,4.999,5.000,PASS,
306, 1,613,1, 1,1,-400.537,-477.189,-476.782,-476.438,-476.473,-474.476,-474.467,-475.256,-476.303,-477.496,-476.683,-476.029,0.048,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.548,PASS,1231.416,2.459,1900.482,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
307, 0,615,0, 1,1,-393.749,-463.752,-464.023,-466.293,-466.344,-465.085,-466.327,-467.060,-467.307,-465.381,-465.399,-464.998,0.011,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.638,PASS,1236.947,2.515,1930.118,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
307, 1,615,1, 1,1,-387.778,-458.720,-457.905,-458.725,-458.760,-460.146,-458.115,-459.343,-461.108,-460.599,-459.317,-458.222,0.166,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.747,PASS,1226.592,2.454,1892.270,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
308, 0,617,0, 1,1,-388.770,-457.871,-460.316,-458.412,-459.241,-458.728,-458.691,-459.242,-460.225,-458.889,-458.741,-458.694,0.255,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.631,PASS,1229.391,2.460,1910.969,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
308, 1,617,1, 1,1,-403.417,-478.472,-477.369,-478.511,-478.516,-478.444,-479.100,-480.509,-480.127,-482.365,-481.788,-478.508,-0.111,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.595,PASS,1229.937,2.484,1919.269,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
309, 0,619,0, 1,1,-394.136,-463.218,-464.610,-466.541,-465.939,-466.494,-466.824,-466.816,-467.708,-466.001,-467.125,-466.444,0.312,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.688,PASS,1231.508,2.502,1925.627,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
309, 1,619,1, 1,1,-387.539,-457.088,-456.678,-458.816,-457.595,-459.081,-455.403,-457.781,-457.899,-456.886,-458.977,-457.535,0.246,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.686,PASS,1233.333,2.475,1922.594,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
310, 0,621,0, 1,1,-386.716,-456.946,-458.074,-455.669,-456.152,-456.904,-457.550,-457.685,-458.328,-457.621,-458.073,-456.202,0.032,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.657,PASS,1235.105,2.477,1891.024,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
310, 1,621,1, 1,1,-401.516,-476.645,-475.855,-475.260,-476.067,-475.231,-474.300,-476.171,-477.252,-476.179,-478.025,-474.932,0.005,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.624,PASS,1230.439,2.425,1929.508,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
311, 0,623,0, 1,1,-394.556,-464.377,-464.810,-467.603,-466.535,-468.175,-468.849,-466.902,-468.227,-465.309,-468.355,-466.234,0.350,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.661,PASS,1229.278,2.482,1941.322,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
311, 1,623,1, 1,1,-391.603,-461.073,-460.708,-463.477,-463.458,-462.739,-461.071,-461.919,-464.856,-463.506,-463.089,-461.764,0.056,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.662,PASS,1230.338,2.426,1931.836,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
312, 0,625,0, 1,1,-391.410,-459.321,-460.531,-462.974,-462.397,-462.472,-463.691,-464.016,-464.895,-463.811,-464.097,-464.325,-0.001,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.662,PASS,1231.809,2.466,1894.950,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
312, 1,625,1, 1,1,-403.489,-478.959,-477.813,-477.439,-478.898,-476.711,-478.304,-479.166,-478.839,-479.768,-479.228,-477.406,0.291,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.610,PASS,1230.489,2.440,1912.728,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
313, 0,627,0, 1,1,-386.497,-459.922,-460.865,-458.669,-458.502,-458.714,-458.247,-458.229,-459.729,-458.913,-459.819,-458.073,-0.072,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.674,PASS,1230.569,2.405,1899.077,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
313, 1,627,1, 1,1,-390.170,-460.242,-458.831,-460.827,-461.696,-461.048,-460.346,-461.900,-462.100,-462.929,-462.739,-460.386,0.252,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.609,PASS,1235.526,2.409,1914.566,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
314, 0,629,0, 1,1,-391.687,-459.302,-460.612,-463.446,-462.783,-462.597,-463.639,-464.336,-464.057,-462.047,-463.343,-464.115,0.152,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.546,PASS,1232.210,2.460,1909.474,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
314, 1,629,1, 1,1,-400.280,-476.544,-475.296,-475.437,-475.389,-474.968,-475.339,-476.852,-476.503,-476.336,-477.546,-473.511,0.192,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.522,PASS,1229.862,2.434,1902.518,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
315, 0,631,0, 1,1,-394.924,-465.045,-465.726,-467.779,-467.445,-466.202,-469.140,-467.265,-468.599,-467.365,-468.522,-467.164,0.292,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.655,PASS,1230.255,2.457,1904.187,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
315, 1,631,1, 1,1,-390.853,-460.653,-459.204,-462.567,-463.014,-461.263,-460.571,-461.795,-462.453,-463.062,-461.757,-459.366,0.406,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.725,PASS,1230.489,2.472,1918.590,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
316, 0,633,0, 1,1,-391.816,-460.275,-460.993,-463.327,-462.049,-462.635,-464.059,-463.834,-465.467,-462.772,-464.182,-463.747,0.030,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.654,PASS,1234.954,2.517,1913.740,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
316, 1,633,1, 1,1,-397.930,-475.747,-474.265,-474.517,-474.257,-473.426,-473.375,-475.247,-476.065,-474.360,-475.868,-473.535,0.188,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.588,PASS,1229.687,2.447,1935.128,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
317, 0,635,0, 1,1,-394.609,-464.186,-466.184,-465.803,-468.108,-466.866,-467.182,-467.337,-467.407,-467.408,-467.693,-466.811,0.406,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.628,PASS,1234.265,2.489,1924.337,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
317, 1,635,1, 1,1,-388.666,-460.137,-459.452,-461.056,-460.674,-460.265,-460.308,-459.643,-460.145,-461.812,-460.252,-459.237,0.335,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.604,PASS,1234.811,2.470,1913.515,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
318, 0,637,0, 1,1,-386.549,-455.119,-455.712,-455.431,-457.306,-455.452,-456.165,-456.280,-457.474,-457.263,-457.534,-455.320,0.423,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.744,PASS,1227.286,2.465,1889.487,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
318, 1,637,1, 1,1,-395.390,-470.092,-469.117,-468.306,-469.464,-468.899,-467.507,-468.823,-468.884,-470.389,-469.287,-468.129,0.015,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.665,PASS,1233.972,2.460,1912.953,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
319, 0,639,0, 1,1,-393.019,-463.313,-464.099,-464.974,-466.211,-466.126,-466.442,-466.018,-467.088,-465.276,-466.887,-466.472,0.196,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.599,PASS,1235.819,2.520,1924.451,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
319, 1,639,1, 1,1,-386.794,-457.608,-457.666,-457.600,-459.486,-457.835,-457.148,-459.733,-458.381,-458.571,-458.032,-456.372,0.131,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.636,PASS,1231.604,2.462,1909.960,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
320, 0,641,0, 1,1,-394.365,-461.954,-462.596,-465.146,-464.676,-464.698,-465.301,-465.631,-468.146,-464.675,-465.814,-465.546,0.404,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.674,PASS,1232.022,2.476,1915.993,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
320, 1,641,1, 1,1,-403.150,-480.486,-479.513,-479.622,-479.977,-479.724,-479.739,-480.261,-481.066,-480.909,-481.448,-477.359,0.179,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.601,PASS,1232.130,2.443,1941.515,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
321, 0,643,0, 1,1,-396.175,-465.765,-466.647,-468.603,-467.808,-468.485,-469.073,-469.411,-470.934,-469.024,-469.734,-469.293,0.349,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.596,PASS,1234.729,2.484,1929.698,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
321, 1,643,1, 1,1,-394.076,-463.836,-463.277,-466.394,-467.292,-466.779,-465.438,-467.228,-467.454,-467.831,-465.821,-464.906,0.100,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.615,PASS,1231.328,2.457,1927.642,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
322, 0,645,0, 1,1,-391.510,-461.091,-461.890,-463.655,-462.440,-462.444,-463.987,-463.419,-465.110,-464.140,-463.291,-462.860,0.457,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.613,PASS,1231.346,2.459,1916.106,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
322, 1,645,1, 1,1,-404.654,-479.670,-479.236,-478.173,-479.500,-479.528,-478.938,-478.223,-479.693,-478.556,-478.802,-478.722,0.479,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.626,PASS,1229.223,2.458,1925.361,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
323, 0,647,0, 1,1,-391.696,-463.442,-464.400,-465.422,-465.872,-464.497,-465.105,-464.393,-465.572,-465.834,-466.147,-465.914,0.307,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.594,PASS,1230.869,2.491,1919.571,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
323, 1,647,1, 1,1,-391.794,-462.404,-460.756,-463.649,-464.933,-463.646,-464.184,-463.757,-465.137,-463.941,-465.050,-463.357,0.320,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.643,PASS,1231.103,2.469,1933.902,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
324, 0,649,0, 1,1,-393.878,-463.533,-462.778,-466.032,-462.683,-462.955,-466.499,-465.000,-466.159,-465.819,-465.332,-465.742,0.068,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.634,PASS,1227.749,2.453,1921.573,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
324, 1,649,1, 1,1,-400.877,-476.731,-475.688,-474.493,-475.446,-477.059,-474.657,-477.871,-477.547,-478.976,-477.052,-476.114,0.046,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.647,PASS,1228.998,2.454,1906.232,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
325, 0,651,0, 1,1,-391.649,-463.070,-463.889,-464.251,-463.198,-463.609,-464.140,-465.526,-466.020,-464.388,-465.871,-464.296,0.212,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.572,PASS,1228.789,2.460,1934.094,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
325, 1,651,1, 1,1,-387.286,-461.483,-460.603,-459.564,-460.746,-460.614,-459.240,-459.543,-459.773,-458.871,-460.170,-458.270,0.277,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.648,PASS,1236.791,2.491,1923.352,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
326, 0,653,0, 1,1,-392.269,-461.682,-463.116,-464.084,-462.573,-464.411,-464.790,-464.427,-465.220,-463.487,-464.755,-464.816,0.019,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.574,PASS,1231.120,2.464,1924.640,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
326, 1,653,1, 1,1,-401.459,-477.418,-476.963,-476.666,-477.810,-477.203,-475.005,-477.732,-478.053,-478.642,-480.005,-477.087,0.148,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.599,PASS,1231.792,2.462,1915.392,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
327, 0,655,0, 1,1,-393.162,-466.695,-467.530,-467.170,-467.774,-466.341,-466.743,-467.748,-470.634,-468.328,-469.448,-467.904,0.358,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.589,PASS,1234.040,2.481,1945.111,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
327, 1,655,1, 1,1,-393.971,-462.958,-462.523,-465.351,-466.810,-465.771,-465.071,-466.033,-466.214,-465.979,-466.914,-465.082,-0.097,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.768,PASS,1232.017,2.458,1928.555,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
328, 0,657,0, 1,1,-386.234,-457.451,-458.761,-457.731,-458.779,-457.291,-457.182,-459.042,-459.767,-458.746,-459.695,-459.968,0.021,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.685,PASS,1229.817,2.476,1919.760,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
328, 1,657,1, 1,1,-403.790,-478.926,-478.109,-477.753,-479.251,-478.802,-477.227,-479.861,-481.895,-480.704,-479.377,-479.828,0.369,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.500,PASS,1226.980,2.415,1927.946,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
329, 0,659,0, 1,1,-396.113,-466.361,-467.405,-469.522,-468.208,-468.815,-469.861,-469.344,-469.743,-468.509,-470.034,-468.500,0.064,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.625,PASS,1227.875,2.456,1911.493,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
329, 1,659,1, 1,1,-385.605,-458.572,-457.217,-457.886,-457.786,-458.245,-457.548,-456.486,-457.804,-458.738,-459.470,-456.396,-0.032,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.671,PASS,1237.731,2.472,1919.194,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
330, 0,661,0, 1,1,-386.922,-458.639,-459.123,-456.902,-458.498,-457.850,-459.971,-457.484,-459.667,-457.301,-460.086,-458.756,-0.010,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.598,PASS,1234.804,2.484,1907.535,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
330, 1,661,1, 1,1,-407.161,-481.827,-480.941,-481.848,-482.393,-482.345,-480.988,-482.718,-484.584,-483.525,-484.093,-481.454,-0.007,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.539,PASS,1230.601,2.471,1919.873,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
331, 0,663,0, 1,1,-394.905,-464.124,-465.287,-468.308,-466.297,-466.947,-467.779,-467.485,-470.043,-467.446,-468.389,-466.167,0.011,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.598,PASS,1228.050,2.483,1919.458,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
331, 1,663,1, 1,1,-388.489,-459.665,-459.113,-459.812,-460.097,-461.440,-458.983,-461.214,-459.787,-461.836,-461.220,-459.185,0.223,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.615,PASS,1231.955,2.495,1924.451,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
332, 0,665,0, 1,1,-390.073,-460.709,-461.800,-461.693,-461.391,-462.568,-462.598,-462.797,-464.057,-462.662,-462.485,-462.836,0.084,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.667,PASS,1235.230,2.485,1928.555,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
332, 1,665,1, 1,1,-402.190,-477.857,-476.963,-476.104,-476.430,-476.711,-475.392,-477.375,-479.025,-477.582,-476.323,-475.175,0.121,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.569,PASS,1227.031,2.436,1909.997,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
333, 0,667,0, 1,1,-394.322,-463.681,-464.557,-466.674,-468.165,-466.073,-467.015,-467.719,-468.446,-466.196,-467.096,-467.393,-0.031,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.497,PASS,1227.448,2.483,1904.373,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
333, 1,667,1, 1,1,-387.104,-459.231,-458.960,-458.658,-460.087,-458.159,-459.045,-460.424,-459.826,-461.072,-459.835,-458.451,0.259,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.653,PASS,1234.285,2.477,1923.996,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
334, 0,669,0, 1,1,-388.941,-459.183,-460.392,-460.441,-459.623,-460.457,-462.746,-460.657,-460.787,-459.991,-459.452,-460.187,0.061,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.654,PASS,1235.819,2.500,1930.996,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
334, 1,669,1, 1,1,-401.722,-476.931,-475.669,-473.754,-476.559,-476.744,-475.530,-475.704,-477.452,-477.367,-475.494,-474.727,0.080,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.622,PASS,1229.549,2.450,1911.680,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
335, 0,671,0, 1,1,-391.481,-462.898,-463.369,-463.541,-464.232,-462.745,-463.486,-462.998,-464.371,-461.603,-463.033,-462.802,0.281,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.649,PASS,1231.308,2.486,1938.124,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
335, 1,671,1, 1,1,-392.510,-461.965,-460.784,-464.326,-464.270,-464.472,-464.265,-465.900,-466.019,-466.704,-465.668,-463.790,-0.118,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.587,PASS,1231.416,2.443,1925.247,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
336, 0,673,0, 1,1,-393.382,-462.922,-463.832,-463.150,-462.955,-462.788,-463.672,-463.495,-464.986,-463.644,-464.431,-463.690,0.087,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.589,PASS,1236.822,2.520,1916.256,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
336, 1,673,1, 1,1,-402.023,-478.220,-477.866,-476.419,-479.972,-476.945,-476.784,-477.509,-477.781,-478.317,-478.600,-477.788,0.080,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.537,PASS,1231.103,2.459,1922.670,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
337, 0,675,0, 1,1,-392.408,-463.366,-464.886,-464.646,-466.001,-465.744,-466.432,-465.430,-467.207,-466.563,-467.521,-466.114,0.336,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.605,PASS,1232.198,2.499,1921.270,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
337, 1,675,1, 1,1,-392.300,-462.304,-461.510,-465.169,-464.613,-465.508,-464.599,-464.976,-465.323,-465.277,-465.328,-463.428,0.127,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.614,PASS,1232.280,2.478,1924.299,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
338, 0,677,0, 1,1,-386.979,-456.445,-458.985,-458.912,-458.049,-458.284,-460.492,-460.164,-460.105,-458.856,-460.787,-458.579,0.096,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.612,PASS,1237.611,2.515,1911.904,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
